id_cliente,nome,estado,cidade,regiao,segmento,porte,data_cadastro
2268,Patrícia Oliveira,SP,Santos,Sudeste,B2C,Pequeno,2025-11-04
2269,Rafael Oliveira,BA,Salvador,Nordeste,B2C,Grande,2025-12-12
2270,Bruno Ribeiro,MS,Corumbá,Centro-Oeste,B2B,Grande,2024-06-14
2271,Pedro Almeida,MS,Três Lagoas,Centro-Oeste,B2C,Grande,2023-09-23
2272,Mateus Almeida,MG,Belo Horizonte,Sudeste,B2B,Médio,2024-10-25
2273,Felipe Ribeiro,DF,Brasília,Centro-Oeste,B2C,Pequeno,2024-12-13
2274,Felipe Oliveira,SC,Florianópolis,Sul,B2C,Grande,2025-04-06
2275,Bruno Carvalho,PE,Caruaru,Nordeste,B2B,Médio,2023-05-19
2276,Felipe Silva,SC,Florianópolis,Sul,B2B,Grande,2023-04-03
2277,Mariana Gomes,RJ,Rio de Janeiro,Sudeste,B2B,Médio,2023-03-02
2278,João Silva,MT,Várzea Grande,Centro-Oeste,B2B,Grande,2023-11-22
2279,João Costa,RJ,Rio de Janeiro,Sudeste,B2C,Pequeno,2024-04-19
2280,Amanda Silva,PA,Santarém,Norte,B2C,Pequeno,2023-07-17
2281,Amanda Pereira,RS,Santa Maria,Sul,B2C,Grande,2023-08-06
2282,Aline Carvalho,Sp,São Paulo,Sudeste,B2B,Médio,2025-10-19
2283,Renata Costa,MG,Belo Horizonte,Sudeste,B2B,Grande,2025-09-02
2284,Rafael Costa,PA,Santarém,Norte,B2C,Médio,2024-10-24
2285,Beatriz Santos,GO,Goiânia,Centro-Oeste,B2B,Grande,2024-04-19
2286,Bruno Ribeiro,PE,Caruaru,Nordeste,B2C,Médio,2024-04-29
2287,Rafael Ribeiro,MS,Dourados,Centro-Oeste,B2C,Pequeno,2023-08-04
2288,Bruno Almeida,PE,Olinda,Nordeste,B2C,Grande,2023-12-23
2289,Renata Ribeiro,PA,Ananindeua,Norte,B2C,Pequeno,2025-02-25
2290,Fernanda Souza,PA,Belém,Norte,B2C,Pequeno,2025-05-10
2291,Camila Santos,DF,Brasília,Centro-Oeste,B2B,Grande,2023-05-12
2292,Carlos Costa,RS,Santa Maria,Sul,B2B,Grande,2023-05-07
2293,Mariana Costa,RJ,Rio de Janeiro,Sudeste,B2B,Médio,2024-05-27
2294,Thiago Santos,MS,Corumbá,Centro-Oeste,B2C,Médio,2023-08-23
2295,Amanda Ribeiro,MT,Cuiabá,Centro-Oeste,B2C,Pequeno,2023-03-18
2296,Aline Ribeiro,RS,Pelotas,Sul,B2C,Médio,2023-05-30
2297,Lucas Souza,BA,Ilhéus,Nordeste,B2C,Médio,2025-06-23
2298,Camila Gomes,DF,Brasília,Centro-Oeste,B2B,Grande,2025-02-05
2299,  André Carvalho ,DF,Brasília,Centro-Oeste,B2B,Médio,2023-03-02
2300,Amanda Santos,MG,Belo Horizonte,Sudeste,B2C,Pequeno,2023-12-23
2301,Mateus Costa,SP,Santos,Sudeste,B2C,Médio,2024-10-19
2302,Fernanda Souza,MT,Sinop,Centro-Oeste,B2C,Pequeno,2023-08-09
2303,Fernanda Pereira,ES,Serra,Sudeste,B2B,Grande,2025-07-09
2304,Renata Pereira,CE,Fortaleza,Nordeste,B2B,Pequeno,2025-02-12
2305,Lucas Ribeiro,ES,Vitória,Sudeste,B2B,Médio,2023-09-30
2306,Camila Ribeiro,PA,Belém,Norte,B2C,Grande,2024-02-14
2307,Beatriz Gomes,PR,Londrina,Sul,B2C,Médio,2024-02-05
2308,Aline Silva,MS,Três Lagoas,Centro-Oeste,B2B,Grande,2024-06-01
2309,Thiago Santos,PR,Londrina,Sul,B2C,Grande,2025-10-02
2310,Mariana Ribeiro,DF,Brasília,Centro-Oeste,B2B,Médio,2025-06-15
2311,Rafael Souza,RS,Pelotas,Sul,B2C,Médio,2024-08-08
2312,Bruno Ribeiro,BA,Salvador,Nordeste,B2B,Grande,2024-04-06
2313,Renata Silva,MG,Uberlândia,Sudeste,B2C,Grande,2024-02-17
2314,Rafael Santos,GO,Rio Verde,Centro-Oeste,B2B,Médio,2023-11-28
2315,Carlos Almeida,PR,Foz do Iguaçu,Sul,B2B,Pequeno,2025-06-07
2316,Pedro Santos,MG,Uberlândia,Sudeste,B2B,Médio,2025-12-18
2317,Renata Almeida,DF,Brasília,Centro-Oeste,B2B,Grande,2024-01-29
2318,Rafael Oliveira,SP,Santos,Sudeste,B2B,Médio,2023-06-26
2319,Lucas Gomes,SC,Joinville,Sul,B2B,Pequeno,2023-02-19
2320,Mariana Silva,ES,Vitória,Sudeste,B2C,Médio,2023-07-17
2321,Rafael Souza,BA,Salvador,Nordeste,B2C,Grande,2024-02-21
2322,Mateus Oliveira,MS,Três Lagoas,Centro-Oeste,B2C,Médio,2023-03-10
2323,Felipe Ribeiro,RJ,Campos dos Goytacazes,Sudeste,B2B,Grande,2023-10-15
2324,Rafael Carvalho,PA,Belém,Nortee,B2B,Grande,2023-01-11
2325,André Pereira,MG,Juiz de Fora,Sudeste,B2C,Médio,2025-01-06
2326,Juliana Almeida,SP,Campinas,Sudeste,B2B,Grande,2025-04-15
2327,Patrícia Almeida,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Grande,2023-05-28
2328,Juliana Costa,CE,Sobral,Nordeste,B2B,Pequeno,2024-11-28
2329,Lucas Almeida,ES,Serra,Sudeste,B2B,Pequeno,2024-01-15
2330,Pedro Ribeiro,RJ,Campos dos Goytacazes,Sudeste,B2B,Pequeno,2025-12-17
2331,Lucas Carvalho,MS,Campo Grande,Centro-Oeste,B2C,Pequeno,2025-10-13
2332,Rafael Carvalho,ES,Vitória,Sudeste,B2C,Grande,2024-01-25
2333,Mateus Souza,DF,Brasília,Centro-Oeste,B2C,Médio,2024-02-29
2334,Camila Ribeiro,CE,Juazeiro do Norte,Nordeste,B2C,Grande,2025-08-28
2335,Pedro Pereira,ES,Vila Velha,Sudeste,B2C,Grande,2025-10-22
2336,Thiago Carvalho,MT,Sinop,Centro-Oeste,B2B,Grande,2024-12-22
2337,Rafael Pereira,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Médio,2024-12-31
2338,Patrícia Almeida,SP,São Paulo,Sudeste,B2B,Pequeno,2023-10-10
2339,Fernanda Silva,PA, MARABÁ ,Norte,B2B,Grande,2023-05-18
2340,Aline Oliveira,PR,Curitiba,Sul,B2C,Grande,2025-06-17
2341,Renata Santos,CE,Sobral,Nordeste,B2C,Pequeno,2025-05-25
2342,João Almeida,MS,Corumbá,Centro-Oeste,B2C,Grande,2025-02-09
2343,Renata Pereira,DF,Brasília,Centro-Oeste,B2B,Médio,2023-05-26
2344,João Pereira,MT,Cuiabá,Centro-Oeste,B2C,Grande,2023-06-10
2345,Camila Silva,RJ,Campos dos Goytacazes,Sudeste,B2B,Grande,2023-09-18
2346,Renata Ribeiro,RS,Porto Alegre,Sul,B2C,Pequeno,2025-11-25
2347,João Souza,PE,Petrolina,Nordeste,B2C,Grande,2024-09-02
2348,Mateus Silva,MG,Uberlândia,Sudeste,B2B,Grande,2023-07-26
2349,Larissa Carvalho,PA,Belém,Norte,B2B,Médio,2023-08-30
2350,Fernanda Ribeiro,ES,Serra,Sudeste,B2C,Pequeno,2025-10-18
2351,Renata Souza,PR,Curitiba,Sul,B2C,Pequeno,2024-04-17
2352,Thiago Santos,CE,Juazeiro do Norte,Nordeste,B2B,Médio,2023-04-16
2353,Camila Santos,ES,Vila Velha,Sudeste,B2C,Grande,2024-11-08
2354,Juliana Ribeiro,SC,Blumenau,Sul,B2C,Pequeno,2023-02-16
2355,João Oliveira,MG,Contagem,Sudeste,B2B,Pequeno,2024-04-03
2356,Bruno Santos,RS,Santa Maria,Sul,B2C,Grande,2024-08-16
2357,Amanda Pereira,MT,Cuiabá,Centro-Oeste,B2B,Grande,2024-05-29
2358,Carlos Souza,MS,Dourados,Centro-Oeste,B2C,Pequeno,2025-03-10
2359,Bruno Carvalho,GO,Anápolis,Centro-Oeste,B2B,Grande,2025-01-02
2360,Mateus Ribeiro,MT,Rondonópolis,Centro-Oeste,B2C,Pequeno,2023-05-20
2361,Patrícia Ribeiro,MT, Várzea Grande ,Centro-Oeste,B2B,Grande,2023-11-20
2362,Rafael Pereira,PE,Olinda,Nordeste,B2C,Grande,2024-08-12
2363,Rafael Pereira,SP,Ribeirão Preto,Sudeste,B2B,Médio,2023-06-03
2364,Pedro Santos,MT,Sinop,Centro-Oeste,B2C,Grande,2025-12-30
2365,Larissa Gomes,ES,Vitória,Sudeste,B2C,Médio,2024-05-09
2366,Mariana Costa,RS,Porto Alegre,Sul,B2C,Grande,2025-11-26
2367,João Santos,RS,Santa Maria,Sul,B2C,Pequeno,2025-10-21
2368,Pedro Pereira,GO,Rio Verde,Centro-Oeste,B2C,Pequeno,2024-10-01
2369,Amanda Souza,BA,Feira de Santana,Nordeste,B2C,Grande,2025-03-28
2370,Carlos Costa,GO,Goiânia,Centro-Oeste,B2C,Grande,2023-04-27
2371,Aline Gomes,ES,Vitória,Sudeste,B2C,Pequeno,2023-08-16
2372,Mariana Carvalho,MS,Corumbá,Centro-Oeste,B2C,Grande,2025-08-22
2373,Thiago Carvalho,BA,Vitória da Conquista,Nordeste,B2B,Médio,2024-06-22
2374,João Carvalho,BA,Vitória da Conquista,Nordeste,B2B,Médio,2023-03-03
2375,Larissa Costa,PR,Foz do Iguaçu,Sul,B2C,Médio,2023-03-08
2376,Mariana Almeida,PR,Maringá,Sul,B2B,Médio,2024-11-23
2377,Bruno Silva,RJ,Niterói,Sudeste,B2C,Médio,2025-05-13
2378,Mariana Santos,CE,Sobral,Nordeste,B2C,Grande,2024-06-18
2379,André Almeida,CE,Fortaleza,Nordeste,B2B,Grande,2024-02-15
2380,Felipe Costa,DF,Brasília,Centro-Oeste,B2C,Médio,2024-11-16
2381,João Costa,PA,Belém,Norte,B2C,Grande,2023-05-02
2382,Aline Gomes,SP,Santos,Sudeste,B2B,Grande,2023-10-13
2383,Patrícia Costa,CE,Fortaleza,Nordeste,B2B,Médio,2024-02-23
2384,Thiago Gomes,PR,Foz do Iguaçu,Sul,B2C,Grande,2024-11-06
2385,Renata Souza,RJ,Rio de Janeiro,Sudeste,B2B,Grande,2023-05-08
2386,Bruno Carvalho,MT,Várzea Grande,Centro-Oeste,B2B,Grande,2024-04-27
2387,Rafael Pereira,RJ,Petrópolis,Sudeste,B2C,Médio,2025-10-07
2388,João Ribeiro,MT,Sinop,Centro-Oeste,B2B,Grande,2023-05-30
2389,Carlos Pereira,MS,Dourados,Centro-Oeste,B2B,Pequeno,2023-03-14
2390,Rafael Souza,MS,Três Lagoas,Centro-Oeste,B2C,Pequeno,2024-12-09
2391,Lucas Ribeiro,BA,Vitória da Conquista,Nordeste,B2B,Médio,2023-05-25
2392,Lucas Carvalho,DF,Brasília,Centro-Oeste,B2B,Pequeno,2025-05-02
2393,Larissa Almeida,PA,Ananindeua,Norte,B2C,Médio,2023-06-15
2394,Larissa Santos,GO,Rio Verde,Centro-Oeste,B2C,Pequeno,2025-09-07
2395,Mateus Ribeiro,SP,Campinas,Sudeste,B2C,Pequeno,2023-09-23
2396,Felipe Ribeiro,ES,Serra,Sudeste,B2B,Pequeno,2024-07-08
2397,Renata Gomes,BA,Vitória da Conquista,Nordeste,B2C,Médio,2023-03-27
2398,João Costa,GO,Anápolis,Centro-Oeste,B2C,Médio,2023-08-02
2399,Fernanda Santos,CE,Crato,Nordeste,B2B,Grande,2023-03-14
2400,Larissa Pereira,DF,Brasília,Centro-Oeste,B2C,Médio,2025-10-14
2401,João Gomes,BA,Salvador,Nordeste,B2C,Pequeno,2025-11-05
2402,Beatriz Ribeiro,MG,Uberlândia,Sudeste,B2C,Pequeno,2024-04-06
2403,Rafael Almeida,CE,Fortaleza,Nordeste,B2C,Médio,2024-12-18
2404,Camila Ribeiro,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Médio,2025-06-02
2405,Lucas Santos,SP,São Paulo,Sudeste,B2C,Médio,2025-09-05
2406,Amanda Oliveira,ES,Vitória,Sudeste,B2C,Grande,2024-09-13
2407,Beatriz Oliveira,GO,Anápolis,Centro-Oeste,B2B,Pequeno,2024-04-11
2408,Patrícia Oliveira,MT,Sinop,Centro-Oeste,B2C,Grande,2023-02-13
2409,Bruno Carvalho,MS,Corumbá,Centro-Oeste,B2B,Grande,2023-04-24
2410,Larissa Oliveira,BA,Ilhéus,Nordeste,B2B,Pequeno,2023-02-23
2411,Aline Costa,BA,Salvador,Nordeste,B2B,Pequeno,2024-02-06
2412,Mateus Santos,ES,Vitória,Sudeste,B2C,Médio,2025-12-30
2413,Aline Santos,RS,Porto Alegre,Sul,B2B,Médio,2025-02-15
2414,Rafael Pereira,SP,Ribeirão Preto,Sudeste,B2B,Grande,2023-02-07
2415,Camila Santos,SC,Florianópolis,Sul,B2B,Médio,2025-09-14
2416,Mateus Santos,CE,Sobral,Nordeste,B2C,Médio,2023-04-17
2417,Beatriz Costa,RJ,Campos dos Goytacazes,Sudeste,B2C,Pequeno,2025-03-03
2418,Fernanda Gomes,ES,Serra,Sudeste,B2C,Pequeno,2025-02-11
2419,  Patrícia Silva ,SP,Ribeirão Preto,Sudeste,B2C,Médio,2023-09-14
2420,Mateus Costa,RJ,Niterói,Sudeste,B2C,Pequeno,2025-05-30
2421,Pedro Ribeiro,SP,São Paulo,Sudeste,B2C,Médio,2025-05-24
2422,Felipe Pereira,SP,São Paulo,Sudeste,B2C,Pequeno,2023-10-10
2423,Larissa Ribeiro,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Pequeno,2023-08-25
2424,Larissa Oliveira,PA,Marabá,Norte,B2B,Pequeno,2025-06-15
2425,Fernanda Almeida,MT,Várzea Grande,Centro-Oeste,B2B,Pequeno,2023-08-30
2426,Camila Carvalho,SP,Ribeirão Preto,Sudeste,B2B,Médio,2025-01-23
2427,Rafael Ribeiro,PA,Belém,Norte,B2C,Grande,2024-12-21
2428,Felipe Almeida,RS,Caxias do Sul,Sul,B2B,Pequeno,2024-02-01
2429,André Ribeiro,SC,Florianópolis,Sul,B2B,Médio,2024-12-03
2430,Fernanda Costa,BA,Vitória da Conquista,Nordeste,B2B,Médio,2025-06-13
2431,Camila Gomes,PE,Caruaru,Nordeste,B2B,Pequeno,2023-04-29
2432,Aline Carvalho,RJ,Niterói,Sudeste,B2C,Grande,2024-05-02
2433,Lucas Ribeiro,BA,Salvador,Nordeste,B2C,Pequeno,2024-04-20
2434,João Gomes,PE,Caruaru,Nordeste,B2C,Médio,2023-07-08
2435,Bruno Santos,SC,Joinville,Sul,B2B,Grande,2023-01-21
2436,Rafael Ribeiro,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2024-04-10
2437,Felipe Santos,SC,Chapecó,Sul,B2B,Pequeno,2025-04-25
2438,João Oliveira,RJ,Petrópolis,Sudeste,B2C,Grande,2023-04-04
2439,Bruno Costa,MS,Campo Grande,Centro-Oeste,B2C,Médio,2023-01-31
2440,Amanda Souza,RJ,Petrópolis,Sudeste,B2C,Médio,2024-05-26
2441,André Almeida,SC,Chapecó,Sul,B2C,Médio,2023-04-27
2442,Mariana Souza,PE,Olinda,Nordeste,B2C,Pequeno,2023-06-06
2443,Aline Gomes,ES,Vitória,Sudeste,B2B,Grande,2023-04-27
2444,Aline Santos,SP,Campinas,Sudeste,B2C,Pequeno,2023-09-17
2445,Larissa Oliveira,CE,Crato,Nordeste,B2B,Pequeno,2025-06-17
2446,Juliana Silva,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-01-05
2447,André Silva,PA,Marabá,Norte,B2B,Grande,2024-08-01
2448,João Carvalho,MG,Contagem,Sudeste,B2B,Pequeno,2023-03-31
2449,Larissa Oliveira,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-10-05
2450,João Ribeiro,BA,Feira de Santana,Nordeste,B2C,Pequeno,2024-12-17
2451,Mateus Carvalho,GO,Anápolis,Centro-Oeste,B2C,Pequeno,2024-05-15
2452,João Silva,BA,Salvador,Nordeste,B2C,Médio,2024-08-21
2453,Bruno Pereira,GO,Anápolis,Centro-Oeste,B2C,Pequeno,2023-09-23
2454,Bruno Ribeiro,PE,Recife,NORDESTE,B2B,Médio,2025-03-25
2455,Fernanda Carvalho,MS,Dourados,Centro-Oeste,B2C,Pequeno,2025-09-07
2456,Larissa Silva,GO,Rio Verde,Centro-Oeste,B2C,Grande,2023-09-08
2457,Thiago Souza,RJ,Niterói,Sudeste,B2B,Médio,2023-06-07
2458,Carlos Gomes,ES,Serra,Sudeste,B2B,Médio,2023-06-06
2459,Amanda Gomes,CE,Juazeiro do Norte,Nordeste,B2C,Médio,2024-05-27
2460,Aline Oliveira,CE,Fortaleza,Nordeste,B2C,Médio,2024-02-26
2461,André Almeida,RJ,Petrópolis,Sudeste,B2B,Grande,2025-10-10
2462,Amanda Oliveira,ES,Cariacica,Sudeste,B2C,Pequeno,2025-01-01
2463,Larissa Oliveira,MT,Cuiabá,Centro-Oeste,B2C,Médio,2024-03-27
2464,Amanda Ribeiro,RS,Santa Maria,Sul,B2C,Grande,2025-06-27
2465,Felipe Oliveira,MT,Cuiabá,Centro-Oeste,B2C,Médio,2024-09-11
2466,  Mariana Gomes ,MS,Três Lagoas,Centro-Oeste,B2B,Pequeno,2025-01-21
2467,Amanda Carvalho,DF,Brasília,Centro-Oeste,B2B,Médio,2024-08-22
2468,Rafael Santos,MS,Corumbá,Centro-Oeste,B2B,Grande,2024-05-15
2469,Fernanda Almeida,PE,Caruaru,Nordeste,B2C,Pequeno,2025-12-14
2470,João Souza,DF,Brasília,Centro-Oeste,B2C,Grande,2024-07-01
2471,Lucas Santos,RS,Santa Maria,Sul,B2C,Pequeno,2024-10-15
2472,Beatriz Ribeiro,RS,Santa Maria,Sul,B2C,Pequeno,2025-10-28
2473,Juliana Oliveira,BA,Vitória da Conquista,Nordeste,B2C,Pequeno,2023-08-02
2474,Amanda Souza,SC,Florianópolis,Sul,B2B,Médio,2023-04-21
2475,Bruno Gomes,BA,Feira de Santana,Nordeste,B2C,Grande,2024-12-10
2476,Amanda Carvalho,SC,Florianópolis,Sul,B2C,Grande,2025-04-21
2477,Mateus Ribeiro,MS,Três Lagoas,Centro-Oeste,B2B,Grande,2025-09-22
2478,Beatriz Souza,MG,Contagem,Sudeste,B2C,Pequeno,2024-07-26
2479,Rafael Gomes,MS,Corumbá,Centro-Oeste,B2B,Médio,2023-06-10
2480,João Carvalho,GO,Rio Verde,Centro-Oeste,B2B,Pequeno,2024-02-21
2481,Renata Silva,ES,Vitória,Sudeste,B2B,Grande,2023-10-08
2482,Juliana Ribeiro,SC,Chapecó,Sul,B2B,Médio,2025-12-02
2483,Juliana Costa,MT,Várzea Grande,Centro-Oeste,B2B,Médio,2024-04-17
2484,Mateus Ribeiro,DF,Brasília,Centro-Oeste,B2C,Médio,2024-09-16
2485,Juliana Santos,RJ,Rio de Janeiro,Sudeste,B2B,Grande,2024-03-07
2486,Aline Almeida,BA,Salvador,Nordeste,B2B,Médio,2023-09-09
2487,Camila Carvalho,ES,Vila Velha,Sudeste,B2C,Médio,2025-02-01
2488,Larissa Souza,PE,Petrolina,Nordeste,B2C,Pequeno,2023-10-18
2489,Juliana Oliveira,ES,Vitória,Sudeste,B2B,Pequeno,2023-03-15
2490,Felipe Gomes,PA,Santarém,Norte,B2C,Médio,2024-04-26
2491,André Souza,GO,Anápolis,Centro-Oeste,B2C,Médio,2025-06-20
2492,Thiago Carvalho,PA,Santarém,Norte,B2B,Pequeno,2025-07-18
2493,Renata Almeida,MG,Juiz de Fora,Sudeste,B2B,Pequeno,2023-08-22
2494,Felipe Santos,SC,Blumenau,Sul,B2C,Pequeno,2023-02-13
2495,Lucas Silva,MG,Belo Horizonte,sudeste,B2B,Grande,2025-10-18
2496,Larissa Ribeiro,pe,Recife,Nordeste,B2B,Grande,2023-03-11
2497,Pedro Ribeiro,MT,Cuiabá,Centro-Oeste,B2C,Pequeno,2024-07-07
2498,Lucas Almeida,RS,Santa Maria,Sul,B2B,Médio,2024-07-23
2499,Carlos Costa,PA,Ananindeua,Norte,B2B,Pequeno,2025-02-25
2500,Juliana Costa,CE,Fortaleza,Nordeste,B2B,Grande,2024-09-07
2501,Pedro Oliveira,PA,Marabá,Norte,B2B,Médio,2023-06-23
2502,Juliana Carvalho,PE,Caruaru,Nordeste,B2B,Grande,2023-05-03
2503,Felipe Pereira,PR,Londrina,Sul,B2C,Médio,2024-07-25
2504,Renata Almeida,PE,Recife,Nordeste,B2C,Grande,2025-02-25
2505,Larissa Costa,MG,Contagem,Sudeste,B2B,Médio,2025-10-11
2506,Amanda Pereira,ES,Vila Velha,Sudeste,B2C,Médio,2023-02-08
2507,Fernanda Santos,RJ,Petrópolis,Sudeste,B2B,Médio,2025-02-22
2508,Juliana Ribeiro,BA,Salvador,Nordeste,B2B,Médio,2025-02-26
2509,Renata Gomes,RJ,Petrópolis,Sudeste,B2B,Grande,2025-06-28
2510,Bruno Costa,MG,Uberlândia,Sudeste,B2B,Grande,2023-04-01
2511,Renata Ribeiro,BA,Salvador,Nordeste,B2B,Médio,2024-04-04
2512,Aline Pereira,PR,Foz do Iguaçu,Sul,B2C,Médio,2024-02-26
2513,Thiago Carvalho,CE,Fortaleza,Nordeste,B2C,Grande,2025-02-15
2514,Camila Almeida,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Médio,2024-01-13
2515,João Souza,DF,Brasília,Centro-Oeste,B2C,Médio,2025-06-01
2516,André Gomes,MG,Belo Horizonte,Sudeste,B2B,Médio,2025-12-26
2517,Bruno Souza,ES,Vitória,Sudeste,B2C,Pequeno,2023-04-18
2518,Carlos Ribeiro,SC,Florianópolis,Sul,B2B,Médio,2024-09-16
2519,Fernanda Costa,MG,Contagem,Sudeste,B2C,Pequeno,2023-03-06
2520,Renata Carvalho,MG,Juiz de Fora,Sudeste,B2B,Médio,2024-12-13
2521,Mateus Oliveira,PA,Belém,Norte,B2B,Grande,2023-02-23
2522,Fernanda Silva,PA,Santarém,Norte,B2C,Pequeno,2024-11-19
2523,Rafael Oliveira,BA,Salvador,Nordeste,B2C,Pequeno,2024-06-21
2524,Aline Carvalho,MS,Corumbá,Centro-Oeste,B2B,Médio,2024-03-19
2525,Juliana Souza,MS,Campo Grande,Centro-Oeste,B2C,Médio,2023-02-26
2526,Rafael Pereira,SP,Santos,Sudeste,B2B,Pequeno,2024-11-29
2527,André Costa,PE,Petrolina,Nordeste,B2C,Grande,2025-06-07
2528,Rafael Carvalho,ES,Vitória,Sudeste,B2C,Grande,2025-05-25
2529,Mateus Almeida,SP,São Paulo,Sudeste,B2B,Médio,2023-04-27
2530,Fernanda Carvalho,MT,Cuiabá,Centro-Oeste,B2C,Grande,2023-08-12
2531,Beatriz Pereira,PR,Curitiba,Sul,B2C,Grande,2025-03-05
2532,Amanda Silva,MS,Três Lagoas,Centro-Oeste,B2B,Médio,2024-08-11
2533,Bruno Gomes,SC,Chapecó,Sul,B2C,Grande,2025-12-31
2534,Patrícia Silva,PA,Ananindeua,Norte,B2B,Médio,2025-08-07
2535,Carlos Ribeiro,CE,Fortaleza,Nordeste,B2B,Pequeno,2025-05-18
2536,Thiago Santos,RS,Santa Maria,Sul,B2B,Médio,2025-11-28
2537,Mateus Carvalho,PR,Londrina,Sul,B2B,Pequeno,2024-06-16
2538,Beatriz Ribeiro,RS,Porto Alegre,Sul,B2B,Pequeno,2023-11-29
2539,André Carvalho,ES,Cariacica,Sudeste,B2C,Grande,2025-02-19
2540,Bruno Silva,ES,Cariacica,Sudeste,B2B,Grande,2025-08-15
2541,Camila Santos,MT,Sinop,Centro-Oeste,B2B,Grande,2024-05-02
2542,Lucas Oliveira,RS,Santa Maria,Sul,B2C,Médio,2023-09-28
2543,Rafael Pereira,ES,Vitória,Sudeste,B2C,Grande,2023-02-01
2544,Fernanda Costa,CE,Sobral,Nordeste,B2C,Pequeno,2024-07-28
2545,Fernanda Almeida,RJ,Rio de Janeiro,Sudeste,B2B,Grande,2024-07-15
2546,Larissa Santos,SP,Ribeirão Preto,Sudeste,B2B,Grande,2023-06-25
2547,Beatriz Silva,MG,Juiz de Fora,Sudeste,B2B,Médio,2024-05-26
2548,Rafael Souza,GO,Anápolis,Centro-Oeste,B2C,Médio,2024-08-28
2549,Renata Pereira,RS,Porto Alegre,Sul,B2B,Pequeno,2024-11-22
2550,Renata Carvalho,SC,Florianópolis,Sul,B2C,Médio,2025-03-19
2551,Camila Costa,PR,Curitiba,Sul,B2B,Grande,2023-03-21
2552,Felipe Santos,RJ,Rio de Janeiro,Sudeste,B2C,Médio,2024-07-15
2553,Amanda Santos,RS,Caxias do Sul,Sul,B2B,Pequeno,2025-01-10
2554,Patrícia Almeida,RJ,Niterói,Sudeste,B2B,Grande,2024-07-04
2555,Larissa Silva,MS,Três Lagoas,Centro-Oeste,B2B,Pequeno,2024-05-28
2556,Felipe Oliveira,RJ,Petrópolis,Sudeste,B2C,Médio,2023-01-26
2557,Juliana Ribeiro,RS,Santa Maria,Sul,B2C,Médio,2023-09-12
2558,Pedro Ribeiro,BA,Ilhéus,Nordeste,B2B,Pequeno,2024-09-20
2559,Rafael Ribeiro,PE,Petrolina,Nordeste,B2B,Grande,2024-10-19
2560,Thiago Costa,SC,Joinville,Sul,B2B,Médio,2024-06-25
2561,Pedro Ribeiro,MG,Uberlândia,Sudeste,B2C,Médio,2024-01-02
2562,Felipe Ribeiro,MG,Uberlândia,Suldeste,B2B,Grande,2025-06-27
2563,Larissa Pereira,SC,Florianópolis,Sul,B2B,Médio,2025-08-05
2564,Patrícia Almeida,BA,Salvador,Nordeste,B2B,Pequeno,2023-02-05
2565,Larissa Gomes,PA,Santarém,Norte,B2B,Médio,2025-06-19
2566,André Costa,ES,Serra,Sudeste,B2C,Médio,2023-01-19
2567,Patrícia Gomes,MG,Contagem,Sudeste,B2C,Grande,2025-08-13
2568,Larissa Silva,PA,Marabá,Norte,B2B,Pequeno,2023-03-17
2569,Aline Souza,RJ,Petrópolis,Sudeste,B2B,Grande,2025-01-04
2570,Felipe Souza,CE,Juazeiro do Norte,Nordeste,B2C,Médio,2025-09-10
2571,Fernanda Santos,PR,Londrina,Sul,B2C,Médio,2024-03-22
2572,André Costa,MS,Corumbá,Centro-Oeste,B2B,Grande,2025-04-16
2573,Juliana Costa,SP,Santos,Sudeste,B2C,Grande,2023-04-30
2574,Beatriz Ribeiro,MG,Juiz de Fora,Sudeste,B2C,Grande,2023-06-12
2575,Lucas Pereira,SC,Blumenau,Sul,B2B,Pequeno,2024-07-20
2576,André Pereira,CE,Sobral,Nordeste,B2C,Médio,2024-10-05
2577,Rafael Almeida,RS,Porto Alegre,Sul,B2C,Grande,2023-05-12
2578,Mariana Souza,MT,Várzea Grande,Centro-Oeste,B2B,Médio,2025-06-21
2579,Renata Oliveira,PE,Recife,Nordeste,B2B,Pequeno,2024-01-04
2580,Aline Costa,SC,Joinville,Sul,B2C,Pequeno,2024-06-12
2581,Camila Santos,ES,Vitória,Sudeste,B2B,Pequeno,2024-07-19
2582,Larissa Pereira,MT,Sinop,Centro-Oeste,B2C,Pequeno,2024-06-15
2583,Bruno Santos,MT,Rondonópolis,Centro-Oeste,B2B,Médio,2025-10-10
2584,Aline Santos,RJ,Niterói,Sudeste,B2C,Pequeno,2023-09-18
2585,André Santos,PE, olinda ,Nordeste,B2B,Pequeno,2024-04-10
2586,Felipe Santos,PR,Londrina,Sul,B2C,Grande,2023-12-24
2587,André Santos,PR,Curitiba,Sul,B2C,Pequeno,2023-10-28
2588,André Carvalho,BA,Vitória da Conquista,Nordeste,B2C,Grande,2023-04-12
2589,Camila Oliveira,PA,Santarém,Norte,B2B,Pequeno,2024-04-21
